rang,commune,region,population,part_65_plus_pct,nb_audioprothesistes_2022,score,desert_5000,prioritaire
1,Saint-Benoît,04 - La Réunion,37274,23.7,0,46179.9686486768,True,True
2,Saint-Paul,04 - La Réunion,103492,34.2,2,45879.91632264164,False,False
3,Saint-Joseph,04 - La Réunion,37517,17.7,0,45535.77257749022,True,True
4,Le Port,04 - La Réunion,33531,26.2,0,45517.05111711601,True,True
5,Sainte-Marie,04 - La Réunion,33234,27.8,0,44638.381115106764,True,True
6,Saint-André,04 - La Réunion,56747,26.0,1,44536.15959145065,False,False
7,Stains,11 - Île-de-France,38666,13.6,0,44050.51637086369,True,True
8,Villepinte,11 - Île-de-France,37280,20.3,0,44000.128008194566,True,True
9,Saint-Leu,04 - La Réunion,34196,11.4,0,43931.62051804376,True,True
10,Cherbourg-en-Cotentin,28 - Normandie,79144,20.3,1,43634.1001816048,False,False
11,Grigny,11 - Île-de-France,28265,19.2,0,43225.96320079402,True,True
12,Rouvroy-Ripont,44 - Grand Est,6,100.0,0,43223.18362579936,False,False
13,Cayenne,03 - Guyane,63652,8.0,0,43125.633103346096,True,True
14,Sainte-Marie,02 - Martinique,15571,34.6,0,43113.310349350635,True,True
15,Sainte-Suzanne,04 - La Réunion,23718,23.4,0,42900.45764964364,True,True
16,Le Tampon,04 - La Réunion,79385,12.5,2,42572.59870564662,False,False
17,Marcq-en-Barœul,32 - Hauts-de-France,38570,19.9,0,42498.382222253334,True,True
18,Vandœuvre-lès-Nancy,44 - Grand Est,30009,16.8,0,42388.53576003392,True,True
19,Saint-Étienne-du-Rouvray,28 - Normandie,28500,16.9,0,42263.4124578933,True,True
20,Villiers-le-Bel,11 - Île-de-France,28041,10.2,0,42224.087788164354,True,True
21,La Possession,04 - La Réunion,32633,8.7,0,42180.01424827233,True,True
22,Saint-Laurent-du-Maroni,03 - Guyane,45576,2.7,0,42176.341338810016,True,True
23,Clichy-sous-Bois,11 - Île-de-France,28992,9.3,0,42026.81734450155,True,True
24,Rochefort,75 - Nouvelle-Aquitaine,23583,25.6,0,42020.56445923783,True,True
25,Le Robert,02 - Martinique,22429,17.6,0,41799.218137509655,True,True
26,Barrettali,94 - Corse,133,59.4,0,41789.384686901096,False,False
27,Gennevilliers,11 - Île-de-France,47702,18.0,1,41755.473549081675,False,False
28,Vigneux-sur-Seine,11 - Île-de-France,31463,12.9,0,41572.028408550315,True,True
29,Torcy,11 - Île-de-France,22361,28.9,0,41518.47418091332,True,True
30,Lolme,75 - Nouvelle-Aquitaine,195,62.7,0,41314.53198100626,False,False
31,Coustouges,76 - Occitanie,93,48.4,0,41301.43454706729,False,False
32,Molring,44 - Grand Est,5,80.0,0,41248.6219534273,False,False
33,Le François,02 - Martinique,16423,22.0,0,41166.37055394485,True,True
34,Sevran,11 - Île-de-France,51225,11.8,1,41144.505611678615,False,False
35,Tercillat,75 - Nouvelle-Aquitaine,158,50.0,0,41117.80839126795,False,False
36,Prades-d'Aubrac,76 - Occitanie,359,52.9,0,41058.508227916325,False,False
37,Fort-de-France,02 - Martinique,78126,20.4,3,41055.08957105872,False,False
38,La Courneuve,11 - Île-de-France,43946,9.5,1,41028.04525277932,False,False
39,Saint-Louis,04 - La Réunion,53589,26.2,5,41009.99032200243,False,False
40,Ghisoni,94 - Corse,211,56.4,0,40976.82075328988,False,False
41,Lambruisse,93 - Provence-Alpes-Côte d'Azur,91,52.3,0,40971.20517240055,False,False
42,Montbolo,76 - Occitanie,178,54.1,0,40942.84528374428,False,False
43,Montfermeil,11 - Île-de-France,27201,13.6,0,40901.650421449296,True,True
44,Bondy,11 - Île-de-France,54055,12.4,1,40888.419889229954,False,False
45,Aubervilliers,11 - Île-de-France,87572,9.8,2,40817.74588081944,False,False
46,Moncaup,75 - Nouvelle-Aquitaine,157,61.1,0,40811.26029630165,False,False
47,Mouterre-sur-Blourde,75 - Nouvelle-Aquitaine,164,45.4,0,40796.54950643118,False,False
48,Corscia,94 - Corse,128,49.6,0,40779.578733656905,False,False
49,Saint-Denis,04 - La Réunion,150535,23.3,9,40779.37484596421,False,False
50,Fontaine-Chalendray,75 - Nouvelle-Aquitaine,199,49.4,0,40733.96792191085,False,False
51,Savigny-le-Temple,11 - Île-de-France,29792,8.6,0,40731.49393259756,True,True
52,Caramany,76 - Occitanie,144,45.0,0,40725.61841828474,False,False
53,Isolaccio-di-Fiumorbo,94 - Corse,310,46.9,0,40719.19423324034,False,False
54,Beaupréau-en-Mauges,52 - Pays de la Loire,23407,18.7,0,40711.89228096872,True,True
55,Curmont,44 - Grand Est,12,75.0,0,40704.2634529708,False,False
56,Olmi-Cappella,94 - Corse,183,41.5,0,40685.07675077796,False,False
57,Ersa,94 - Corse,154,44.1,0,40681.77934267071,False,False
58,Aubeterre-sur-Dronne,75 - Nouvelle-Aquitaine,364,51.8,0,40678.42131692975,False,False
59,Pradines,76 - Occitanie,3515,57.0,0,40651.77623280554,False,False
60,Bois-Sainte-Marie,27 - Bourgogne-Franche-Comté,193,66.2,0,40646.834828424755,False,False
61,Saint-Bonnet-de-Condat,84 - Auvergne-Rhône-Alpes,116,44.3,0,40640.37585362882,False,False
62,Lacelle,75 - Nouvelle-Aquitaine,135,45.3,0,40638.64881047516,False,False
63,Le Lorrain,02 - Martinique,6824,25.2,0,40638.42337449507,True,True
64,Baie-Mahault,01 - Guadeloupe,31193,13.1,0,40633.11936131281,True,True
65,Berck,32 - Hauts-de-France,13791,28.8,0,40610.322345335284,True,True
66,Saint-Julien-le-Pèlerin,75 - Nouvelle-Aquitaine,126,43.7,0,40591.54163197499,False,False
67,Gros-Morne,02 - Martinique,9755,24.9,0,40586.803634417454,True,True
68,Chastel,84 - Auvergne-Rhône-Alpes,126,44.7,0,40580.77360483584,False,False
69,Olmeta-di-Capocorso,94 - Corse,138,44.4,0,40566.37388365613,False,False
70,Albertacce,94 - Corse,202,43.2,0,40546.26335785025,False,False
71,Sèvremoine,52 - Pays de la Loire,25330,15.7,0,40528.851538675386,True,True
72,Saint-Pierre,04 - La Réunion,84961,22.1,6,40522.83129486987,False,False
73,Rivière-Pilote,02 - Martinique,11972,21.6,0,40511.161508262485,True,True
74,Saint-Cirgues-la-Loutre,75 - Nouvelle-Aquitaine,175,49.7,0,40508.8336736835,False,False
75,Padern,76 - Occitanie,136,41.9,0,40503.57639651511,False,False
76,Hautmont,32 - Hauts-de-France,14601,16.8,0,40502.98380158725,True,True
77,Vieussan,76 - Occitanie,269,40.1,0,40496.2822259477,False,False
78,Amélie-les-Bains-Palalda,76 - Occitanie,3503,42.0,0,40494.87315087225,False,False
79,Le Vauclin,02 - Martinique,8686,23.9,0,40481.07472022151,True,True
80,La Chapelle-en-Valgaudémar,93 - Provence-Alpes-Côte d'Azur,105,41.9,0,40455.30333376364,False,False
81,Brigueil-le-Chantre,75 - Nouvelle-Aquitaine,509,45.6,0,40450.750895018005,False,False
82,Parzac,75 - Nouvelle-Aquitaine,142,41.5,0,40447.35978267347,False,False
83,Vire Normandie,28 - Normandie,16885,27.0,0,40443.80754401368,True,True
84,Domps,75 - Nouvelle-Aquitaine,113,43.6,0,40442.131377818834,False,False
85,Marcols-les-Eaux,84 - Auvergne-Rhône-Alpes,287,56.4,0,40440.19923392128,False,False
86,Saizy,27 - Bourgogne-Franche-Comté,187,56.7,0,40439.74672911554,False,False
87,Valras-Plage,76 - Occitanie,4223,46.6,0,40435.94373542423,False,False
88,Villeneuve-la-Garenne,11 - Île-de-France,24023,12.5,0,40427.93749517025,True,True
89,Félines-Termenès,76 - Occitanie,122,30.7,0,40426.184052163706,False,False
90,Aleu,76 - Occitanie,134,31.3,0,40415.12960805892,False,False
91,Le Petit-Quevilly,28 - Normandie,22291,15.6,0,40387.321005513404,True,True
92,Grand'Rivière,02 - Martinique,666,35.2,0,40380.40392061271,False,False
93,Évisa,94 - Corse,217,42.0,0,40371.689383744386,False,False
94,Le Gosier,01 - Guadeloupe,26692,18.8,0,40364.471131080994,True,True
95,Saint-Genest,84 - Auvergne-Rhône-Alpes,401,63.0,0,40360.82722925941,False,False
96,Crozant,75 - Nouvelle-Aquitaine,442,43.7,0,40358.458445330776,False,False
97,Carves,75 - Nouvelle-Aquitaine,104,41.3,0,40358.09880902243,False,False
98,Le Puch,76 - Occitanie,29,70.0,0,40354.644645385415,False,False
99,Gorniès,76 - Occitanie,122,53.1,0,40353.88353545455,False,False
100,Montmaurin,76 - Occitanie,206,49.7,0,40340.59056784125,False,False
101,Lourdoueix-Saint-Michel,24 - Centre-Val de Loire,307,42.5,0,40333.84057396951,False,False
102,Sermur,75 - Nouvelle-Aquitaine,125,39.8,0,40327.44855544176,False,False
103,Montferrand-du-Périgord,75 - Nouvelle-Aquitaine,156,38.5,0,40314.91310253588,False,False
104,Sos,75 - Nouvelle-Aquitaine,657,45.8,0,40311.46908831777,False,False
105,Châteauvieux-les-Fossés,27 - Bourgogne-Franche-Comté,12,70.0,0,40301.29213242837,False,False
106,Matoury,03 - Guyane,32942,6.9,0,40301.27594732519,True,True
107,Herblay-sur-Seine,11 - Île-de-France,30095,13.2,0,40288.48158666129,True,True
108,Saint-Georges-Nigremont,75 - Nouvelle-Aquitaine,136,42.6,0,40286.99875379774,False,False
109,Luc,76 - Occitanie,213,46.4,0,40278.59019811634,False,False
110,Anzat-le-Luguet,84 - Auvergne-Rhône-Alpes,176,38.7,0,40275.93960264671,False,False
111,Camurac,76 - Occitanie,100,42.3,0,40265.98069881579,False,False
112,Soccia,94 - Corse,147,54.5,0,40263.98420934019,False,False
113,Montaron,27 - Bourgogne-Franche-Comté,159,48.7,0,40260.919636969214,False,False
114,Mayres,84 - Auvergne-Rhône-Alpes,263,44.3,0,40256.0230986235,False,False
115,Boscamnant,75 - Nouvelle-Aquitaine,374,54.8,0,40254.894022276625,False,False
116,Rocher,84 - Auvergne-Rhône-Alpes,274,52.2,0,40252.909908448855,False,False
117,Sainte-Anne,01 - Guadeloupe,23767,23.4,0,40251.08528868372,True,True
118,Doranges,84 - Auvergne-Rhône-Alpes,167,44.6,0,40243.28155831464,False,False
119,Fernoël,84 - Auvergne-Rhône-Alpes,132,43.7,0,40231.02853815977,False,False
120,Basse-Pointe,02 - Martinique,2923,28.8,0,40223.60077712092,False,False
121,Luchapt,75 - Nouvelle-Aquitaine,250,45.4,0,40222.033603734126,False,False
122,Château-Gontier-sur-Mayenne,52 - Pays de la Loire,16913,26.3,0,40217.141324314005,True,True
123,Le Riols,76 - Occitanie,102,44.0,0,40216.24126716414,False,False
124,Lachau,84 - Auvergne-Rhône-Alpes,236,38.6,0,40214.16448223226,False,False
125,La Cellette,75 - Nouvelle-Aquitaine,246,49.6,0,40212.05220535884,False,False
126,Neuffontaines,27 - Bourgogne-Franche-Comté,104,41.3,0,40211.57182938567,False,False
127,Rilhac-Treignac,75 - Nouvelle-Aquitaine,111,50.0,0,40205.85092431356,False,False
128,Châlette-sur-Loing,24 - Centre-Val de Loire,12790,20.3,0,40205.77633459826,True,True
129,Grenois,27 - Bourgogne-Franche-Comté,96,52.6,0,40191.23081438763,False,False
130,Le Lac-d'Issarlès,84 - Auvergne-Rhône-Alpes,270,43.0,0,40187.35081983289,False,False
131,Larnagol,76 - Occitanie,139,48.2,0,40183.720480686854,False,False
132,Saint-Pé-Saint-Simon,75 - Nouvelle-Aquitaine,205,42.7,0,40182.613625220096,False,False
133,L'Aiguillon-sur-Mer,52 - Pays de la Loire,2062,50.9,0,40180.64890659375,False,False
134,Saint-Hilaire-de-Riez,52 - Pays de la Loire,11179,40.6,0,40180.28010343432,True,True
135,Felce,94 - Corse,52,67.3,0,40172.48593677495,False,False
136,Saint-Pierre-de-l'Isle,75 - Nouvelle-Aquitaine,261,43.9,0,40161.17153448143,False,False
137,La Porta,94 - Corse,193,40.4,0,40159.743981970794,False,False
138,Préveranges,24 - Centre-Val de Loire,519,43.1,0,40156.64542876271,False,False
139,Petite-Île,04 - La Réunion,12308,15.3,0,40147.361040188,True,True
140,Vitry-le-François,44 - Grand Est,11743,23.7,0,40139.67699139864,True,True
141,Saint-Joseph,02 - Martinique,16152,17.5,0,40138.50562211775,True,True
142,Brusque,76 - Occitanie,268,50.0,0,40127.410879225514,False,False
143,Sainte-Croix-de-Caderle,76 - Occitanie,111,34.9,0,40124.298461250924,False,False
144,Labastide-Rouairoux,76 - Occitanie,1414,41.5,0,40123.7329873169,False,False
145,Thollet,75 - Nouvelle-Aquitaine,154,40.9,0,40116.94485703581,False,False
146,La Chapelle-Saint-Luc,44 - Grand Est,11913,18.8,0,40115.28931224992,True,True
147,Saint-Lary,76 - Occitanie,129,35.9,0,40107.82225344117,False,False
148,Saint-Denis-en-Margeride,76 - Occitanie,164,42.3,0,40107.79029090153,False,False
149,Fresselines,75 - Nouvelle-Aquitaine,493,43.5,0,40103.23367589112,False,False
150,Villeréal,75 - Nouvelle-Aquitaine,1290,47.0,0,40102.69613114681,False,False
151,Quérigut,76 - Occitanie,133,48.5,0,40102.10914785594,False,False
152,Milhars,76 - Occitanie,244,47.5,0,40091.908581829724,False,False
153,La Nocle-Maulaix,27 - Bourgogne-Franche-Comté,280,45.7,0,40076.54659019604,False,False
154,Glandage,84 - Auvergne-Rhône-Alpes,118,30.5,0,40073.74123140511,False,False
155,Salazie,04 - La Réunion,7224,12.0,0,40067.62544998616,True,True
156,Mauges-sur-Loire,52 - Pays de la Loire,18018,21.1,0,40067.59462943415,True,True
157,Le Mée-sur-Seine,11 - Île-de-France,21071,12.9,0,40060.611225346096,True,True
158,Toulouse,76 - Occitanie,1000000,13.0,35,40056.65682536652,False,False
159,Canteleu,28 - Normandie,14244,19.0,0,40050.53986947855,True,True
160,La Chapelle-Baloue,75 - Nouvelle-Aquitaine,132,40.8,0,40050.153401135845,False,False
161,Les Abymes,01 - Guadeloupe,53082,17.6,1,40050.029355374594,False,False
162,Minerve,76 - Occitanie,112,29.1,0,40043.654417128215,False,False
163,Preuilly-sur-Claise,24 - Centre-Val de Loire,1004,47.5,1,40041.93517818189,False,False
164,Prades,84 - Auvergne-Rhône-Alpes,1185,56.2,3,40037.67757299435,False,False
165,Halluin,32 - Hauts-de-France,20808,16.0,0,40025.75756649425,True,True
166,Villefranche-du-Périgord,75 - Nouvelle-Aquitaine,682,41.8,0,40023.95943289359,False,False
167,Pommiers,24 - Centre-Val de Loire,218,40.0,0,40022.88349607575,False,False
168,Saint-Germain-de-Calberte,76 - Occitanie,456,35.1,0,40021.8041390114,False,False
169,Melay,44 - Grand Est,251,40.8,0,40020.051353782364,False,False
170,Illier-et-Laramade,76 - Occitanie,29,67.6,0,40018.648556235574,False,False
171,Le Dorat,75 - Nouvelle-Aquitaine,1638,45.9,0,40017.63144020906,False,False
172,Pomayrols,76 - Occitanie,119,45.8,0,40014.988112950086,False,False
173,Thoras,84 - Auvergne-Rhône-Alpes,226,37.3,0,40011.047916806725,False,False
174,Eysines,75 - Nouvelle-Aquitaine,24109,16.9,0,40010.52819958414,True,True
175,Lorcières,84 - Auvergne-Rhône-Alpes,172,41.2,0,40007.10851351622,False,False
176,Guyancourt,11 - Île-de-France,29332,8.8,0,40003.540195513764,True,True
177,Lescure-Jaoul,76 - Occitanie,224,40.5,0,40002.63385054232,False,False
178,Castans,76 - Occitanie,133,34.3,0,39995.92653627455,False,False
179,Nanteuil-Auriac-de-Bourzac,75 - Nouvelle-Aquitaine,229,39.5,0,39993.31133530164,False,False
180,Woippy,44 - Grand Est,13998,15.3,0,39992.51153905453,True,True
181,Saint-Préjet-d'Allier,84 - Auvergne-Rhône-Alpes,171,43.9,0,39985.21790515124,False,False
182,Le Barcarès,76 - Occitanie,5885,37.3,0,39983.33319922471,True,True
183,Le Morne-Rouge,02 - Martinique,4955,27.0,0,39982.249023458135,False,False
184,Condé-sur-l'Escaut,32 - Hauts-de-France,9586,19.9,0,39981.88823877257,True,True
185,Évry-Courcouronnes,11 - Île-de-France,67131,10.3,2,39979.14956674238,False,False
186,Galan,76 - Occitanie,704,51.1,0,39977.09991662042,False,False
187,Montauban-sur-l'Ouvèze,84 - Auvergne-Rhône-Alpes,119,35.0,0,39962.8783671635,False,False
188,Marval,75 - Nouvelle-Aquitaine,520,43.8,0,39957.60622359509,False,False
189,Mainsat,75 - Nouvelle-Aquitaine,553,43.1,0,39957.56318505611,False,False
190,Moulinet,93 - Provence-Alpes-Côte d'Azur,262,37.4,0,39957.33079765812,False,False
191,Gros-Chastang,75 - Nouvelle-Aquitaine,184,48.6,0,39955.809374483484,False,False
192,Longwy,44 - Grand Est,14730,19.5,0,39955.76519291058,True,True
193,Saint-Séverin-sur-Boutonne,75 - Nouvelle-Aquitaine,96,46.1,0,39953.65599224156,False,False
194,Le Prêcheur,02 - Martinique,1252,23.6,0,39947.959624282164,False,False
195,Cléden-Cap-Sizun,53 - Bretagne,933,45.5,0,39947.46138271914,False,False
196,Saint-Junien-la-Bregère,75 - Nouvelle-Aquitaine,141,37.0,0,39937.33123470813,False,False
197,Raismes,32 - Hauts-de-France,12468,16.8,0,39936.60109252871,True,True
198,Villapourçon,27 - Bourgogne-Franche-Comté,411,44.9,0,39935.84729449012,False,False
199,Villemain,75 - Nouvelle-Aquitaine,149,40.7,0,39933.71652320148,False,False
200,Lespinassière,76 - Occitanie,133,36.8,0,39919.21082034315,False,False
201,Zicavo,94 - Corse,226,39.3,0,39915.36656249677,False,False
202,Trébas,76 - Occitanie,410,46.6,0,39912.28146004946,False,False
203,Recoules-d'Aubrac,76 - Occitanie,179,46.1,0,39910.6907902385,False,False
204,Trémouille,84 - Auvergne-Rhône-Alpes,174,40.0,0,39910.2363743099,False,False
205,Segré-en-Anjou Bleu,52 - Pays de la Loire,17474,20.4,0,39908.99841213951,True,True
206,Castellet-en-Luberon,93 - Provence-Alpes-Côte d'Azur,125,36.8,0,39908.72726944363,False,False
207,Lano,94 - Corse,24,65.2,0,39900.842263571896,False,False
208,Rodome,76 - Occitanie,118,35.5,0,39898.67522056188,False,False
209,Saint-Alyre-d'Arlanc,84 - Auvergne-Rhône-Alpes,160,45.4,0,39897.41490935981,False,False
210,Saint-Étienne-Vallée-Française,76 - Occitanie,507,32.7,0,39897.03143992887,False,False
211,Pino,94 - Corse,166,47.6,0,39895.677837583906,False,False
212,Bessèges,76 - Occitanie,2838,37.6,1,39890.98103995523,False,False
213,Ceyroux,75 - Nouvelle-Aquitaine,126,43.2,0,39890.35880444286,False,False
214,Harnes,32 - Hauts-de-France,12324,20.7,0,39889.207548667015,True,True
215,Benest,75 - Nouvelle-Aquitaine,311,39.5,0,39887.524286916196,False,False
216,La Renaudie,84 - Auvergne-Rhône-Alpes,126,44.4,0,39878.98329780995,False,False
217,Cussy-en-Morvan,27 - Bourgogne-Franche-Comté,383,40.1,0,39878.37407626751,False,False
218,Lieutadès,84 - Auvergne-Rhône-Alpes,159,41.7,0,39876.67132554107,False,False
219,Rivière-Salée,02 - Martinique,11857,18.7,0,39861.86246609945,True,True
220,Montigny-lès-Cherlieu,27 - Bourgogne-Franche-Comté,147,42.2,0,39861.7115159772,False,False
221,Saint-Martial-sur-Isop,75 - Nouvelle-Aquitaine,138,32.6,0,39861.417914409256,False,False
222,Le Marigot,02 - Martinique,3156,27.2,0,39857.27342437651,False,False
223,Azat-Châtenet,75 - Nouvelle-Aquitaine,119,42.9,0,39855.529675591446,False,False
224,Rivel,76 - Occitanie,204,39.5,0,39852.65825591074,False,False
225,Zalana,94 - Corse,143,46.6,0,39849.61734224879,False,False
226,Festes-et-Saint-André,76 - Occitanie,202,27.8,0,39849.16628706183,False,False
227,La Chapelle-Montbrandeix,75 - Nouvelle-Aquitaine,260,39.6,0,39848.88230604445,False,False
228,Charmes-en-l'Angle,44 - Grand Est,9,66.7,0,39848.436483059326,False,False
229,Vallauris,93 - Provence-Alpes-Côte d'Azur,27072,27.3,1,39840.18039849953,False,False
230,Lunac,76 - Occitanie,440,40.4,0,39840.1105933111,False,False
231,Sainte-Rose,04 - La Réunion,6296,12.8,0,39832.894405441744,True,True
232,Excideuil,75 - Nouvelle-Aquitaine,1172,44.1,0,39831.89553976235,False,False
233,Broquiès,76 - Occitanie,610,38.2,0,39829.88935143999,False,False
234,Saint-Esprit,02 - Martinique,9660,22.1,0,39829.79865802076,True,True
235,Le Touquet-Paris-Plage,32 - Hauts-de-France,4229,51.2,0,39829.03974043068,False,False
236,Saint-Gervais-sur-Mare,76 - Occitanie,862,41.5,0,39828.91080062019,False,False
237,Savigny-Poil-Fol,27 - Bourgogne-Franche-Comté,120,30.4,0,39822.00748460382,False,False
238,Saint-Georges-de-Didonne,75 - Nouvelle-Aquitaine,5340,49.3,0,39821.71182869966,True,True
239,Aussillon,76 - Occitanie,5856,33.6,0,39820.69380942606,True,True
240,Pleuville,75 - Nouvelle-Aquitaine,333,41.8,0,39820.469885738574,False,False
241,Saint-Maurice-près-Pionsat,84 - Auvergne-Rhône-Alpes,372,39.5,0,39819.14380416836,False,False
242,Boisbreteau,75 - Nouvelle-Aquitaine,133,35.7,0,39818.94545199627,False,False
243,Fourcès,76 - Occitanie,261,46.2,0,39812.517823300885,False,False
244,Le Pla,76 - Occitanie,58,64.5,0,39810.92257797228,False,False
245,La Guillermie,84 - Auvergne-Rhône-Alpes,126,30.2,0,39810.48419050203,False,False
246,Les Salles-Lavauguyon,75 - Nouvelle-Aquitaine,141,39.6,0,39806.27605597053,False,False
247,Cilaos,04 - La Réunion,5492,13.0,0,39805.63115920199,True,True
248,Le Bouchage,75 - Nouvelle-Aquitaine,172,37.8,0,39803.437663889694,False,False
249,Lagarde,76 - Occitanie,198,45.4,0,39799.458106653816,False,False
250,Saint-Nom-la-Bretèche,11 - Île-de-France,4915,23.7,0,39794.69391249244,False,False
251,Saint-Jean-de-Braye,24 - Centre-Val de Loire,21054,15.7,0,39792.535665748896,True,True
252,Sémelay,27 - Bourgogne-Franche-Comté,227,43.0,0,39791.68291434125,False,False
253,Liausson,76 - Occitanie,147,43.6,0,39790.94265004788,False,False
254,Cizancourt,32 - Hauts-de-France,32,64.5,0,39790.91975429324,False,False
255,Bras-Panon,04 - La Réunion,12768,10.5,0,39790.37431782932,True,True
256,San-Gavino-di-Fiumorbo,94 - Corse,106,43.4,0,39787.23516016145,False,False
257,Pressignac,75 - Nouvelle-Aquitaine,347,43.6,0,39783.74186820989,False,False
258,Saint-Maurice-en-Valgodemard,93 - Provence-Alpes-Côte d'Azur,127,43.2,0,39782.004845543925,False,False
259,Nouart,44 - Grand Est,131,34.7,0,39777.78359562032,False,False
260,Le Marin,02 - Martinique,8771,19.7,0,39776.28431428092,True,True
261,Nicey,27 - Bourgogne-Franche-Comté,110,45.9,0,39775.00074387939,False,False
262,Jard-sur-Mer,52 - Pays de la Loire,2664,56.1,0,39764.59002269707,False,False
263,Calacuccia,94 - Corse,276,42.4,0,39763.82348439531,False,False
264,Berre-l'Étang,93 - Provence-Alpes-Côte d'Azur,13520,19.8,0,39763.602252902216,True,True
265,Pancheraccia,94 - Corse,192,36.0,0,39762.125274560494,False,False
266,Cognocoli-Monticchi,94 - Corse,171,45.6,0,39761.91615826875,False,False
267,Artigues,93 - Provence-Alpes-Côte d'Azur,271,62.9,0,39761.279702067906,False,False
268,Cordes-sur-Ciel,76 - Occitanie,828,43.0,0,39757.618704250235,False,False
269,Nœux-les-Mines,32 - Hauts-de-France,11813,20.8,0,39755.486746664064,True,True
270,Meilhards,75 - Nouvelle-Aquitaine,528,38.5,0,39752.966881915716,False,False
271,Montigny-en-Morvan,27 - Bourgogne-Franche-Comté,285,44.1,0,39752.2774353103,False,False
272,Domfront,32 - Hauts-de-France,315,48.9,1,39750.838933050305,False,False
273,L'Épine,93 - Provence-Alpes-Côte d'Azur,200,36.3,0,39745.94489052599,False,False
274,Val-d'Oire-et-Gartempe,75 - Nouvelle-Aquitaine,1655,37.2,0,39741.19087187704,False,False
275,Castelmary,76 - Occitanie,114,46.1,0,39740.99968051151,False,False
276,Huelgoat,53 - Bretagne,1409,45.4,0,39740.925236838746,False,False
277,Lapège,76 - Occitanie,26,65.0,0,39739.23292088199,False,False
278,Espéraza,76 - Occitanie,1800,38.2,0,39734.55113880658,False,False
279,Lanty,27 - Bourgogne-Franche-Comté,118,41.0,0,39729.92850824133,False,False
280,Vira,76 - Occitanie,158,46.2,0,39728.361203686596,False,False
281,Auriac,75 - Nouvelle-Aquitaine,226,42.9,0,39724.47051744488,False,False
282,Schœlcher,02 - Martinique,19847,21.0,0,39722.52215471523,True,True
283,Mela,94 - Corse,28,62.1,0,39720.03064801733,False,False
284,Poggio-di-Nazza,94 - Corse,178,44.8,0,39718.181669399695,False,False
285,Saint-Saturnin,84 - Auvergne-Rhône-Alpes,204,40.3,0,39717.471282796665,False,False
286,Beaumont,84 - Auvergne-Rhône-Alpes,2842,30.7,1,39714.53784586952,False,False
287,Campile,94 - Corse,192,40.0,0,39713.71685277376,False,False
288,Barfleur,28 - Normandie,564,50.0,0,39713.23179056522,False,False
289,Bompas,76 - Occitanie,7310,36.5,0,39708.04074534674,True,True
290,Graissessac,76 - Occitanie,632,38.3,0,39706.34833846004,False,False
291,Teillots,75 - Nouvelle-Aquitaine,101,41.2,0,39705.67166087186,False,False
292,Saint-Martin-de-Lansuscle,76 - Occitanie,190,28.0,0,39704.60788992665,False,False
293,Gout-Rossignol,75 - Nouvelle-Aquitaine,374,50.2,0,39701.90323433459,False,False
294,Piano,94 - Corse,25,63.2,0,39700.21990642836,False,False
295,Campana,94 - Corse,19,63.2,0,39699.005305314815,False,False
296,Saint-Arcons-de-Barges,84 - Auvergne-Rhône-Alpes,118,40.5,0,39696.171512009096,False,False
297,Coupiac,76 - Occitanie,382,42.1,0,39695.94942006228,False,False
298,Île-d'Aix,75 - Nouvelle-Aquitaine,211,44.1,0,39695.53067754959,False,False
299,Sénergues,76 - Occitanie,421,41.1,0,39695.12295784265,False,False
300,Lépinas,75 - Nouvelle-Aquitaine,131,47.3,0,39692.65045124511,False,False
301,Aumessas,76 - Occitanie,228,39.0,0,39690.02604682491,False,False
302,Plogoff,53 - Bretagne,1229,44.9,0,39689.89887006173,False,False
303,Vieillevie,84 - Auvergne-Rhône-Alpes,110,48.6,0,39687.478238767966,False,False
304,Marnhagues-et-Latour,76 - Occitanie,139,40.3,0,39687.11131843586,False,False
305,Saintes-Maries-de-la-Mer,93 - Provence-Alpes-Côte d'Azur,2157,38.3,0,39685.13466912816,False,False
306,Canari,94 - Corse,317,37.5,0,39684.53643017818,False,False
307,Saint-Laurent-les-Bains-Laval-d'Aurelle,84 - Auvergne-Rhône-Alpes,174,39.0,0,39683.6894555898,False,False
308,Saint-Honoré-les-Bains,27 - Bourgogne-Franche-Comté,730,42.5,0,39683.28076846015,False,False
309,Carticasi,94 - Corse,26,63.0,0,39681.37162731351,False,False
310,Rennes-les-Bains,76 - Occitanie,204,26.8,0,39680.25206546772,False,False
311,Grande-Synthe,32 - Hauts-de-France,22777,14.4,1,39678.701941334664,False,False
312,Molières-sur-Cèze,76 - Occitanie,1228,33.1,0,39678.2370499346,False,False
313,Le Béage,84 - Auvergne-Rhône-Alpes,255,31.9,0,39676.03638489945,False,False
314,Barcugnan,76 - Occitanie,106,49.0,0,39671.14974374507,False,False
315,Preigney,27 - Bourgogne-Franche-Comté,111,41.4,0,39670.143193799755,False,False
316,Callac,53 - Bretagne,2215,42.0,1,39670.01311965312,False,False
317,Ferrières-Saint-Mary,84 - Auvergne-Rhône-Alpes,246,40.1,0,39668.820352213006,False,False
318,Freycenet-la-Tour,84 - Auvergne-Rhône-Alpes,108,41.7,0,39667.38675662028,False,False
319,Les Salles-du-Gardon,76 - Occitanie,2598,31.1,0,39666.88507745199,False,False
320,Sidiailles,24 - Centre-Val de Loire,298,45.6,0,39666.47823867023,False,False
